accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData,output,grid_label
8.1,0,37.55098,126.650293,5.7,1699608220000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551035,126.650298,5.81,1699608221000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551095,126.650296,6.16,1699608222000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551162,126.650297,6.83,1699608223000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.55123,126.650299,7.18,1699608224000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.5513,126.6503,7.28,1699608225000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551369,126.650298,7.26,1699608226000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551435,126.650294,7.15,1699608227000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.5515,126.650293,7.15,1699608228000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551557,126.650297,6.66,1699608229000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551608,126.650297,5.98,1699608230000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551655,126.650299,5.7,1699608231000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551703,126.650303,5.51,1699608232000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551752,126.650304,5.4,1699608233000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551797,126.650302,5.19,1699608234000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551845,126.650303,5.3,1699608235000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551899,126.650306,5.81,1699608236000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551937,126.650304,4.69,1699608237000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.55197,126.650305,4.02,1699608238000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551994,126.650307,3.16,1699608239000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.551997,126.650308,1.65,1699608240000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.2,0,37.552001,126.650307,0.87,1699608241000,STOP,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552041,126.650321,1.8,1699608375000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552086,126.650313,3.79,1699608376000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552131,126.650304,4.51,1699608377000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552177,126.650305,5.04,1699608378000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552229,126.650309,5.62,1699608379000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552283,126.650312,6.0,1699608380000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.55234,126.650313,6.57,1699608381000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552403,126.650309,6.99,1699608382000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552471,126.650311,7.49,1699608383000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552537,126.650315,7.27,1699608384000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.5526,126.650315,7.05,1699608385000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.2,0,37.552668,126.650318,7.22,1699608386000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552733,126.650309,7.38,1699608387000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552791,126.650327,6.74,1699608388000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552837,126.650328,6.13,1699608389000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.55286,126.650172,6.48,1699608390000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552913,126.650126,6.91,1699608391000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552915,126.650032,7.83,1699608392000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552924,126.649932,8.79,1699608393000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552935,126.649824,9.45,1699608394000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552946,126.649708,9.75,1699608395000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.552965,126.649595,9.77,1699608396000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553001,126.649483,9.41,1699608397000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553031,126.649394,8.56,1699608398000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553053,126.649315,7.95,1699608399000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553092,126.649222,8.78,1699608400000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.2,0,37.553116,126.649121,9.14,1699608401000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553148,126.649033,8.56,1699608402000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553183,126.648956,8.45,1699608403000,NORMAL,AUTOMOBILE,0,,N,KEACDDCB
8.1,0,37.553224,126.648868,8.98,1699608404000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553252,126.648763,9.39,1699608405000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553306,126.648666,9.86,1699608406000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553356,126.648568,10.43,1699608407000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553389,126.648454,10.76,1699608408000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553437,126.64835,10.47,1699608409000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553489,126.648248,10.06,1699608410000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553524,126.648133,10.15,1699608411000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553574,126.648029,10.7,1699608412000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.553629,126.647913,11.36,1699608413000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553689,126.647796,11.96,1699608414000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553731,126.647667,12.08,1699608415000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553784,126.647541,12.21,1699608416000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553841,126.647412,12.47,1699608417000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553896,126.647282,12.99,1699608418000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.553956,126.647155,13.05,1699608419000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554016,126.647029,13.16,1699608420000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554074,126.646902,13.3,1699608421000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554133,126.646776,13.23,1699608422000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554198,126.646634,13.55,1699608423000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.55426,126.646504,13.69,1699608424000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554302,126.646361,13.83,1699608425000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.554363,126.646233,13.53,1699608426000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.55442,126.646103,13.14,1699608427000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554478,126.64598,13.17,1699608428000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554536,126.645853,12.76,1699608429000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554593,126.64574,12.27,1699608430000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554645,126.645627,11.73,1699608431000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554696,126.645519,10.99,1699608432000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554726,126.645417,10.02,1699608433000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.55477,126.645325,9.42,1699608434000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.55481,126.645244,8.71,1699608435000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.55485,126.645161,8.61,1699608436000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554895,126.645072,9.23,1699608437000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554923,126.644965,9.57,1699608438000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.554969,126.644868,9.91,1699608439000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.555018,126.644763,10.59,1699608440000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.555072,126.644654,11.06,1699608441000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.555126,126.644537,11.6,1699608442000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.55518,126.644422,11.67,1699608443000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.555238,126.644302,12.05,1699608444000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.555291,126.644189,11.55,1699608445000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.555323,126.644078,10.59,1699608446000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.2,0,37.555368,126.643983,10.14,1699608447000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.555417,126.643885,10.24,1699608448000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.555465,126.643786,10.19,1699608449000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.555509,126.643692,9.7,1699608450000,NORMAL,AUTOMOBILE,0,,N,KEACDDCA
8.1,0,37.55555,126.643599,9.29,1699608451000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555593,126.643505,9.71,1699608452000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555639,126.643402,10.29,1699608453000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555684,126.643305,9.95,1699608454000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.55573,126.643208,10.01,1699608455000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555772,126.643111,10.02,1699608456000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555816,126.643016,9.66,1699608457000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555859,126.642926,9.38,1699608458000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555902,126.642833,9.34,1699608459000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555945,126.64274,9.35,1699608460000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.555987,126.642651,9.38,1699608461000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.55603,126.642556,9.54,1699608462000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556074,126.642457,10.06,1699608463000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556121,126.642361,9.79,1699608464000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556163,126.64227,9.39,1699608465000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556199,126.642189,8.35,1699608466000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556236,126.642107,8.57,1699608467000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.55626,126.642013,9.05,1699608468000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556301,126.641925,8.98,1699608469000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556344,126.641834,9.19,1699608470000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556389,126.641741,9.33,1699608471000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.55643,126.641653,9.49,1699608472000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556474,126.641555,9.94,1699608473000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.1,0,37.556524,126.641444,10.68,1699608474000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.2,0,37.556569,126.641327,11.25,1699608475000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.2,0,37.55662,126.64121,11.72,1699608476000,NORMAL,AUTOMOBILE,0,,N,KEACDDAC
8.2,0,37.556673,126.641092,12.08,1699608477000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.556726,126.640977,11.98,1699608478000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.556778,126.64086,11.73,1699608479000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.556831,126.640744,11.79,1699608480000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.556888,126.640622,11.74,1699608481000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.55694,126.640507,11.67,1699608482000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.556993,126.64039,11.67,1699608483000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557043,126.640275,11.45,1699608484000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557092,126.640161,11.34,1699608485000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557142,126.64005,11.18,1699608486000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.55719,126.639937,11.19,1699608487000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557239,126.639829,11.14,1699608488000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557286,126.639714,11.25,1699608489000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557335,126.639595,11.51,1699608490000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.55738,126.639487,10.55,1699608491000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557425,126.639389,10.29,1699608492000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557468,126.639294,9.98,1699608493000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557514,126.639191,10.34,1699608494000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557559,126.639087,10.5,1699608495000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557605,126.638984,10.14,1699608496000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557649,126.638889,9.8,1699608497000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.557691,126.638793,9.81,1699608498000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557734,126.638704,9.23,1699608499000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557771,126.638629,7.98,1699608500000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557805,126.638558,7.39,1699608501000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557835,126.638494,6.56,1699608502000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557863,126.638434,6.26,1699608503000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557883,126.638387,4.82,1699608504000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557898,126.638351,4.04,1699608505000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557916,126.638305,4.57,1699608506000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557938,126.638247,5.7,1699608507000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.557969,126.638178,6.69,1699608508000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558003,126.638106,7.38,1699608509000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.55804,126.638026,7.8,1699608510000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558074,126.637957,7.19,1699608511000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558108,126.637895,6.7,1699608512000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558124,126.637828,6.31,1699608513000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.55819,126.637801,6.35,1699608514000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558242,126.637768,6.47,1699608515000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558307,126.637743,6.95,1699608516000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558368,126.637732,6.85,1699608517000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.558422,126.637684,7.54,1699608518000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
12.0,0,37.558518,126.637642,9.05,1699608519000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
12.4,0,37.558617,126.637643,10.38,1699608520000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
12.4,0,37.558725,126.637644,11.52,1699608521000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
12.0,0,37.55883,126.637641,12.29,1699608522000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
11.1,0,37.558947,126.637632,12.94,1699608523000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559064,126.637622,13.49,1699608524000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559176,126.63761,13.53,1699608525000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559296,126.637574,13.74,1699608526000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559427,126.637541,14.77,1699608527000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.55956,126.637477,15.5,1699608528000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559692,126.637414,15.55,1699608529000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559821,126.637353,15.33,1699608530000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.559954,126.637294,15.69,1699608531000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560088,126.637237,15.72,1699608532000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560221,126.637181,15.7,1699608533000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560357,126.637126,15.99,1699608534000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560489,126.63707,15.47,1699608535000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560614,126.637017,14.48,1699608536000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560731,126.63697,13.78,1699608537000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560847,126.636922,13.52,1699608538000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.560961,126.636875,13.35,1699608539000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561077,126.636826,13.54,1699608540000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561187,126.636759,13.94,1699608541000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561306,126.636706,14.69,1699608542000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561445,126.636645,16.17,1699608543000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561593,126.636601,17.43,1699608544000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561745,126.636531,17.87,1699608545000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.561899,126.636463,17.96,1699608546000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.1,0,37.562052,126.636396,17.82,1699608547000,NORMAL,AUTOMOBILE,0,,N,KEACDCBD
8.2,0,37.562204,126.636326,17.7,1699608548000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.562351,126.636262,17.15,1699608549000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.562488,126.636186,16.54,1699608550000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.562625,126.636129,16.12,1699608551000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.562767,126.63607,16.17,1699608552000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.562905,126.63601,16.25,1699608553000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563045,126.635952,16.2,1699608554000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563184,126.635895,16.4,1699608555000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.56333,126.635838,16.71,1699608556000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563475,126.63578,16.87,1699608557000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563619,126.635724,16.67,1699608558000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563755,126.635669,15.98,1699608559000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.563887,126.635615,15.62,1699608560000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564022,126.635562,15.86,1699608561000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.56416,126.635508,16.05,1699608562000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564295,126.63545,15.97,1699608563000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564434,126.635393,15.98,1699608564000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.56457,126.635334,16.15,1699608565000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564707,126.635276,15.67,1699608566000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564829,126.635226,14.37,1699608567000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.564935,126.635182,12.6,1699608568000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565021,126.635145,10.54,1699608569000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565091,126.635114,8.78,1699608570000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565149,126.635089,7.01,1699608571000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565194,126.635072,5.39,1699608572000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565231,126.635055,4.52,1699608573000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565259,126.635044,3.38,1699608574000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565274,126.635039,2.07,1699608575000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565281,126.635036,1.17,1699608576000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.2,0,37.565283,126.635034,0.47,1699608577000,STOP,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565308,126.635025,1.74,1699608612000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565327,126.635017,2.15,1699608613000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.56535,126.635007,2.55,1699608614000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565375,126.634999,2.67,1699608615000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565398,126.634987,2.93,1699608616000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565427,126.634976,3.25,1699608617000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565454,126.634965,3.17,1699608618000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
8.1,0,37.565482,126.634952,3.28,1699608619000,NORMAL,AUTOMOBILE,0,,N,KEACDCBB
